date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
2017-11-26,14579400037.7,329524,146789000000,8789.04,5475580000,1912.5,191.22207725
2017-11-27,18273427258,379086,156221000000,9352.72,5653320000,2125,236.5030831
2017-11-28,23584545235.9,365821,164104000000,9823.43,6348820000,1950,245.23091351
2017-11-29,28458302001.1,397917,168367000000,10077.4,11568800000,2162.49999928,290.90212855
2017-11-30,22924917043.7,384219,165537000000,9906.79,8310690000,2087.5,270.63114407
2017-12-01,19570122510.1,412725,170436000000,10198.6,6783120000,2287.5,247.0519056
2017-12-02,18449211953.6,326193,183490000000,10978.3,5138500000,2012.5,190.29585342
2017-12-03,18202697112.7,352868,185258000000,11082.7,6608310000,2200,187.45114274
2017-12-04,24984063999.6,400505,189172000000,11315.4,6132410000,2262.5,226.11990963
2017-12-05,27862582837.9,405531,195389000000,11685.7,6895260000,2225,219.679754
2017-12-06,33519822353.1,443399,199390000000,11923.4,12656300000,2350,257.16995428
2017-12-07,41078503262.7,374765,238600000000,14266.1,17950700000,1900,364.60560502
2017-12-08,34519751834,384936,297787000000,17802.9,21136000000,1950,641.42966479
2017-12-09,39313620235.6,403225,276415000000,16523.3,13911300000,2175,567.08842445
2017-12-10,25646823085,341256,253782000000,15168.4,13433300000,2050,458.10029691
2017-12-11,34997845470.9,368427,258147000000,15427.4,12153900000,2137.5,483.63865068
2017-12-12,45542037888.6,372821,283155000000,16919.8,14603800000,1950,537.94407913
2017-12-13,48353069370.8,424393,292900000000,17500,12976900000,2325,604.2979452
2017-12-14,37521936559.5,490459,274269000000,16384.6,13777400000,2312.5,644.60794431
2017-12-15,35932354891.7,405507,277936000000,16601.3,14310000000,2112.49999921,592.70393429
2017-12-16,34015547807.8,364051,297376000000,17760.3,12740600000,2137.5,534.01138337
2017-12-17,37469204186.1,391725,326141000000,19475.8,13314600000,2312.5,535.43867532
2017-12-18,46053266583.7,394057,320000000000,19106.4,14839500000,2275,587.12548366
2017-12-19,27921654891.1,378482,320242000000,19118.3,16894500000,1750,662.59550536
2017-12-20,28925969428.8,370141,297526000000,17760.3,22149700000,1700,911.59174277
2017-12-21,21021432316.6,335350,278827000000,16642.4,16516600000,1650,1128.76167038
2017-12-22,21320968719.9,380493,266381000000,15898,22198000000,1937.5,1495.94647734
2017-12-23,17876947895,308072,233748000000,13948.7,13086000000,1737.5,1065.61559484
2017-12-24,16206983431,279371,244824000000,14608.2,11572300000,1900,881.12136284
2017-12-25,19532753166,228791,234590000000,13995.9,10664700000,1687.5,689.39441204
2017-12-26,24633024693.3,247298,235294000000,14036.6,13454300000,1775,725.62381816
2017-12-27,27522917856.5,307486,270976000000,16163.5,12487600000,1950,784.81712352
2017-12-28,22350204741.6,304904,265988000000,15864.1,12336500000,1862.5,785.83389168
2017-12-29,21928912582,353659,246428000000,14695.8,13025500000,2062.5,785.79504963
2017-12-30,20847802426.6,344260,246224000000,14681.9,14452600000,1825,778.5711097
2017-12-31,13686043242.4,290259,216326000000,12897.7,12136300000,2037.5,545.14452622
