date,price(USD)
2017-07-27,0.00181
2017-07-28,0.001855
2017-07-29,0.001772
2017-07-30,0.001771
2017-07-31,0.001713
2017-08-01,0.001719
2017-08-02,0.00179
2017-08-03,0.001785
2017-08-04,0.001794
2017-08-05,0.001817
2017-08-06,0.002086
2017-08-07,0.001919
2017-08-08,0.00195
2017-08-09,0.001961
2017-08-10,0.001939
2017-08-11,0.001897
2017-08-12,0.001877
2017-08-13,0.001853
2017-08-14,0.001807
2017-08-15,0.001758
2017-08-16,0.001732
2017-08-17,0.001781
2017-08-18,0.001711
2017-08-19,0.001681
2017-08-20,0.00167
2017-08-21,0.001693
2017-08-22,0.001713
2017-08-23,0.001715
2017-08-24,0.001731
2017-08-25,0.001808
2017-08-26,0.001787
2017-08-27,0.001779
2017-08-28,0.001764
2017-08-29,0.001822
2017-08-30,0.001862
2017-08-31,0.002103
2017-09-01,0.002064
2017-09-02,0.002557
2017-09-03,0.002263
2017-09-04,0.002169
2017-09-05,0.0018
2017-09-06,0.001912
2017-09-07,0.002016
2017-09-08,0.00193
2017-09-09,0.001586
2017-09-10,0.001573
2017-09-11,0.001397
2017-09-12,0.001465
2017-09-13,0.001442
2017-09-14,0.001384
2017-09-15,0.000852
2017-09-16,0.000848
2017-09-17,0.000867
2017-09-18,0.000853
2017-09-19,0.00094
2017-09-20,0.000881
2017-09-21,0.00085
2017-09-22,0.000762
2017-09-23,0.000771
2017-09-24,0.00094
2017-09-25,0.00089
2017-09-26,0.001141
2017-09-27,0.001132
2017-09-28,0.001142
2017-09-29,0.001105
2017-09-30,0.001091
2017-10-01,0.001142
2017-10-02,0.001075
2017-10-03,0.001085
2017-10-04,0.001121
2017-10-05,0.001016
2017-10-06,0.001003
2017-10-07,0.001079
2017-10-08,0.001072
2017-10-09,0.001056
2017-10-10,0.00098
2017-10-11,0.001035
2017-10-12,0.001057
2017-10-13,0.001064
2017-10-14,0.001047
2017-10-15,0.001097
2017-10-16,0.001107
2017-10-17,0.001161
2017-10-18,0.001066
2017-10-19,0.001056
2017-10-20,0.001071
2017-10-21,0.001048
2017-10-22,0.001008
2017-10-23,0.001022
2017-10-24,0.001013
2017-10-25,0.0011
2017-10-26,0.001055
2017-10-27,0.001052
2017-10-28,0.00104
2017-10-29,0.001037
2017-10-30,0.001224
2017-10-31,0.001143
2017-11-01,0.001143
2017-11-02,0.001109
2017-11-03,0.001157
2017-11-04,0.001143
2017-11-05,0.001168
2017-11-06,0.001171
2017-11-07,0.001157
2017-11-08,0.001175
2017-11-09,0.001207
2017-11-10,0.001421
2017-11-11,0.001146
2017-11-12,0.001189
2017-11-13,0.001046
2017-11-14,0.001201
2017-11-15,0.001189
2017-11-16,0.001348
2017-11-17,0.001381
2017-11-18,0.001308
2017-11-19,0.001355
2017-11-20,0.001374
2017-11-21,0.00141
2017-11-22,0.001401
2017-11-23,0.001819
2017-11-24,0.00194
2017-11-25,0.001923
2017-11-26,0.002073
2017-11-27,0.001999
2017-11-28,0.001991
2017-11-29,0.002333
2017-11-30,0.002048
2017-12-01,0.002051
2017-12-02,0.002122
2017-12-03,0.002092
2017-12-04,0.002206
2017-12-05,0.002474
2017-12-06,0.002495
2017-12-07,0.002581
2017-12-08,0.00273
2017-12-09,0.002772
2017-12-10,0.002607
2017-12-11,0.002563
2017-12-12,0.002794
2017-12-13,0.003306
2017-12-14,0.003449
2017-12-15,0.00367
2017-12-16,0.003767
2017-12-17,0.005917
2017-12-18,0.005938
2017-12-19,0.006402
2017-12-20,0.005619
2017-12-21,0.006733
2017-12-22,0.007386
2017-12-23,0.006135
2017-12-24,0.007282
2017-12-25,0.008649
2017-12-26,0.008935
2017-12-27,0.009342
2017-12-28,0.008856
2017-12-29,0.008513
2017-12-30,0.009365
2017-12-31,0.007803
